gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,total_services,income_per_tenure
0,0,1,0,53,1,0,1,1,1,1,1,1,108.95,5718.2,0,False,True,True,False,True,False,False,False,False,6,2.017592592592593
1,0,0,0,3,1,0,0,0,1,1,1,1,69.35,191.35,1,False,False,False,False,False,False,False,True,False,4,17.3375
0,0,0,0,68,0,1,1,1,1,1,1,0,64.35,4539.6,0,True,False,False,False,False,True,True,False,False,6,0.9326086956521739
1,0,1,1,72,1,1,1,1,1,1,1,1,90.8,6397.6,0,False,True,False,False,False,True,True,False,False,7,1.2438356164383562
1,0,0,0,12,1,0,0,0,0,0,0,0,24.95,280.4,0,False,True,False,True,True,False,True,False,False,1,1.919230769230769
0,1,1,1,34,1,0,1,0,0,0,0,1,79.6,2718.3,1,False,True,True,False,False,False,False,False,True,2,2.274285714285714
0,0,1,0,68,1,1,1,0,0,0,0,1,84.7,5711.05,0,False,True,True,False,False,True,False,False,False,3,1.227536231884058
0,0,0,1,50,1,1,0,1,1,1,0,1,70.8,3478.15,0,False,False,False,False,True,False,True,False,False,5,1.388235294117647
0,1,0,0,1,0,0,0,0,0,1,0,1,36.45,36.45,1,True,False,False,False,False,False,False,True,False,1,18.225
0,1,0,0,41,1,0,1,1,0,1,1,1,104.4,4133.95,0,False,True,True,False,False,False,False,True,False,5,2.4857142857142858
1,1,1,0,30,1,0,0,0,1,1,1,1,101.5,2917.65,0,False,True,True,False,False,False,False,True,False,4,3.274193548387097
1,0,0,0,1,1,0,1,0,0,0,0,0,54.3,54.3,0,False,True,False,False,False,False,False,True,False,2,27.15
1,1,1,1,29,1,0,0,1,0,1,1,1,103.95,2964.8,0,False,True,True,False,False,False,False,True,False,4,3.4650000000000003
0,0,1,1,23,1,1,1,1,1,1,1,1,91.1,2198.3,0,False,True,False,False,False,True,True,False,False,7,3.795833333333333
1,0,0,1,60,1,0,0,0,0,0,0,0,19.95,1189.9,0,False,False,False,True,False,True,False,False,True,1,0.32704918032786884
0,0,1,0,72,1,0,0,0,0,0,0,0,26.45,1914.5,0,False,True,False,True,False,True,True,False,False,1,0.36232876712328765
1,0,0,1,22,1,0,1,1,0,1,0,1,89.4,2001.5,1,False,False,True,False,False,False,False,True,False,4,3.8869565217391306
1,0,0,0,72,1,1,1,1,1,1,0,1,75.1,5336.35,0,False,False,False,False,False,True,False,False,False,6,1.0287671232876712
0,1,0,0,66,1,0,1,1,0,1,1,0,108.1,7238.6,0,False,True,True,False,True,False,False,False,False,5,1.6134328358208954
0,0,1,0,72,1,0,1,1,1,1,1,1,110.15,7998.8,0,False,True,True,False,False,True,False,True,False,6,1.5089041095890412
0,1,1,0,47,1,1,0,0,0,0,0,0,80.35,3825.85,1,False,True,True,False,False,False,False,True,False,2,1.6739583333333332
0,0,0,0,51,1,0,1,1,1,1,1,1,111.5,5703.25,0,False,True,True,False,True,False,False,True,False,6,2.144230769230769
0,0,1,1,70,1,0,1,1,0,1,1,1,106.5,7397.0,0,False,True,True,False,True,False,False,True,False,5,1.5
1,0,0,0,9,1,0,0,0,0,0,0,1,19.9,164.6,0,False,False,False,True,True,False,False,True,False,1,1.9899999999999998
1,0,1,1,59,1,1,1,0,1,1,1,1,111.1,6555.2,0,False,True,True,False,False,True,False,False,True,6,1.8516666666666666
1,0,0,1,3,1,0,0,0,1,1,1,0,70.7,225.65,0,False,False,False,False,False,False,False,False,True,4,17.675
1,1,1,0,38,0,0,0,0,0,0,0,1,24.85,955.75,0,True,False,False,False,False,False,False,True,False,0,0.6371794871794872
0,0,0,0,37,1,1,1,1,0,0,0,0,91.2,3382.3,0,False,True,True,False,False,False,False,False,False,4,2.4
1,0,0,0,37,1,1,1,1,1,0,0,0,65.6,2313.8,0,False,False,False,False,False,True,False,False,False,5,1.726315789473684
0,1,1,0,24,0,0,0,1,0,0,1,1,40.65,933.3,1,True,False,False,False,False,False,True,False,False,2,1.626
0,0,1,1,14,1,1,1,0,1,0,0,0,59.45,780.85,0,False,False,False,False,False,False,False,False,False,4,3.9633333333333334
1,0,1,0,72,1,1,1,0,1,1,1,1,109.95,7852.4,0,False,True,True,False,False,True,True,False,False,6,1.5061643835616438
1,0,1,0,53,0,0,1,1,1,1,1,1,60.45,3184.25,1,True,False,False,False,True,False,False,True,False,5,1.1194444444444445
0,0,1,0,8,1,0,0,0,0,0,1,1,84.9,764.95,1,False,True,True,False,False,False,False,True,False,2,9.433333333333334
1,0,1,1,72,0,1,1,1,0,0,0,0,38.5,2763.0,0,True,False,False,False,False,True,True,False,False,3,0.5273972602739726
0,1,1,0,17,1,0,0,0,0,1,1,1,92.55,1614.7,0,False,True,True,False,False,False,False,True,False,3,5.141666666666667
0,0,1,1,2,1,0,1,0,0,0,0,1,73.55,145.4,1,False,False,True,False,False,False,False,False,False,2,24.516666666666666
0,0,1,0,8,1,0,0,0,0,0,0,0,20.15,156.25,1,False,False,False,True,False,False,False,False,False,1,2.238888888888889
0,0,1,0,48,0,0,1,1,0,0,0,0,34.7,1604.5,1,True,False,False,False,True,False,False,False,True,2,0.7081632653061225
0,0,0,0,10,1,0,0,0,0,0,0,1,24.5,270.15,0,False,True,False,True,False,False,False,False,True,1,2.227272727272727
1,0,0,0,1,1,0,0,0,0,0,0,0,20.6,20.6,0,False,False,False,True,False,False,False,False,True,1,10.3
0,0,0,0,29,1,1,0,1,1,0,0,0,58.0,1734.5,0,False,False,False,False,True,False,True,False,False,4,1.9333333333333333
0,1,1,1,65,1,0,1,1,0,1,1,1,107.45,7047.5,0,False,True,True,False,True,False,False,True,False,5,1.6280303030303032
0,0,0,0,8,1,1,1,1,0,0,0,1,65.5,573.15,0,False,True,False,False,False,False,False,False,False,4,7.277777777777778
1,0,1,0,61,1,0,0,0,0,0,0,0,25.45,1538.6,0,False,True,False,True,False,True,False,False,False,1,0.4104838709677419
0,1,0,0,45,1,0,0,1,0,1,1,1,100.15,4459.8,0,False,True,True,False,True,False,False,False,False,4,2.1771739130434784
1,0,1,1,72,1,0,1,1,0,1,1,1,104.45,7459.0,0,False,True,True,False,True,False,True,False,False,5,1.4308219178082193
1,0,1,1,12,1,0,0,0,0,0,0,1,21.15,306.05,0,False,False,False,True,False,False,False,True,False,1,1.626923076923077
1,0,0,0,7,1,0,0,0,0,1,1,0,96.2,639.7,0,False,True,True,False,False,False,False,True,False,3,12.025
1,0,0,0,9,1,0,0,0,0,0,0,1,44.4,348.15,0,False,False,False,False,False,False,False,False,True,1,4.4399999999999995
0,1,1,0,43,1,0,0,1,1,1,1,1,107.55,4533.9,1,False,True,True,False,True,False,False,True,False,5,2.444318181818182
1,0,1,1,58,1,0,0,1,1,0,1,0,94.35,5563.65,0,False,True,True,False,False,True,False,False,False,4,1.5991525423728812
1,1,1,0,16,1,0,0,1,0,1,1,1,98.75,1587.55,1,False,True,True,False,False,False,False,True,False,4,5.8088235294117645
1,0,1,1,2,1,0,0,0,0,0,0,0,20.3,40.25,0,False,False,False,True,False,False,False,False,True,1,6.766666666666667
0,0,1,0,8,1,0,1,1,0,1,1,0,101.15,842.9,1,False,False,True,False,False,False,False,True,False,5,11.238888888888889
0,0,1,0,40,1,1,0,1,0,1,1,0,105.75,4228.55,0,False,True,True,False,True,False,False,False,False,5,2.5792682926829267
1,0,0,0,9,1,1,0,0,0,0,0,1,81.15,784.45,0,False,True,True,False,False,False,False,True,False,2,8.115
1,0,0,0,41,1,0,1,0,1,1,0,1,89.55,3729.75,0,False,False,True,False,True,False,False,True,False,4,2.132142857142857
0,0,0,0,26,1,0,1,1,0,0,0,1,54.75,1406.9,0,False,False,False,False,False,False,True,False,False,3,2.0277777777777777
0,0,1,0,33,1,0,1,0,1,0,0,1,53.75,1857.3,0,False,False,False,False,True,False,True,False,False,3,1.5808823529411764
1,0,1,1,68,1,0,1,1,1,1,1,0,105.75,7322.5,0,False,False,True,False,True,False,True,False,False,6,1.5326086956521738
0,1,1,0,65,1,0,1,1,1,1,1,1,105.85,6725.5,0,False,False,True,False,False,True,True,False,False,6,1.6037878787878788
1,0,0,0,55,1,0,1,0,1,0,1,1,64.2,3627.3,0,False,False,False,False,True,False,False,True,False,4,1.1464285714285716
1,0,0,0,20,1,0,0,1,0,1,0,1,88.7,1761.45,1,False,True,True,False,False,False,False,True,False,3,4.223809523809524
1,0,0,0,19,1,0,0,0,1,0,1,1,87.7,1725.95,0,False,False,True,False,True,False,True,False,False,3,4.385
0,0,0,0,45,1,0,0,1,0,0,1,1,89.3,4192.15,0,False,True,True,False,False,False,True,False,False,3,1.941304347826087
0,0,1,1,70,1,0,0,0,0,0,0,1,20.15,1411.2,0,False,False,False,True,False,True,True,False,False,1,0.2838028169014084
0,0,0,0,2,1,0,0,0,0,1,0,1,79.75,164.5,1,False,False,True,False,False,False,False,True,False,2,26.583333333333332
0,0,0,0,27,1,0,0,0,0,1,1,1,94.55,2724.6,1,False,True,True,False,False,False,False,False,True,3,3.376785714285714
0,0,1,0,12,1,0,0,0,0,0,0,1,20.05,264.55,0,False,False,False,True,False,True,False,True,False,1,1.5423076923076924
1,0,0,1,72,0,1,1,1,1,1,1,0,67.2,4671.7,0,True,False,False,False,False,True,True,False,False,6,0.9205479452054794
1,0,0,0,12,1,0,0,0,0,1,1,0,94.55,1173.55,0,False,True,True,False,False,False,False,True,False,3,7.273076923076923
0,1,0,0,5,1,0,0,0,0,0,0,1,69.05,318.5,1,False,False,True,False,False,False,False,False,True,1,11.508333333333333
1,1,1,0,71,1,1,1,1,0,1,1,1,107.5,7713.55,0,False,True,True,False,False,False,False,True,False,6,1.4930555555555556
1,1,0,0,35,1,0,0,1,1,1,1,1,73.0,2471.25,0,False,False,False,False,True,False,False,True,False,5,2.0277777777777777
1,0,1,1,70,1,1,1,1,1,1,1,0,114.75,7842.3,0,False,True,True,False,False,True,True,False,False,7,1.6161971830985915
0,0,0,0,31,1,0,0,0,0,0,0,1,76.05,2227.8,0,False,True,True,False,False,False,False,True,False,1,2.3765625
1,0,1,1,52,1,0,0,1,1,0,1,1,96.25,4990.25,1,False,True,True,False,False,True,False,False,False,4,1.8160377358490567
1,1,0,0,37,1,0,0,1,0,1,1,1,101.1,3744.05,1,False,True,True,False,False,False,False,True,False,4,2.6605263157894736
1,0,0,0,69,1,0,1,0,1,1,1,1,104.7,7220.35,1,False,True,True,False,True,False,False,False,False,5,1.4957142857142858
1,1,1,0,30,1,0,0,0,0,0,0,0,77.9,2351.45,0,False,True,True,False,False,False,False,False,True,1,2.512903225806452
0,0,0,0,33,1,1,0,0,0,0,1,1,90.65,2989.6,0,False,True,True,False,False,False,False,True,False,3,2.6661764705882356
1,1,1,0,54,1,0,1,1,1,1,1,1,110.45,6077.75,0,False,True,True,False,False,True,False,True,False,6,2.0081818181818183
0,0,0,0,59,1,1,0,0,1,0,1,0,68.7,4070.95,0,False,True,False,False,True,False,False,False,False,4,1.145
1,1,0,0,55,0,1,1,0,0,1,0,1,44.85,2479.05,0,True,False,False,False,False,False,False,True,False,3,0.8008928571428572
1,1,1,0,69,0,0,0,1,0,0,0,1,29.8,2134.3,0,True,False,False,False,True,False,True,False,False,1,0.4257142857142857
0,0,0,0,66,1,0,1,0,0,1,0,1,88.9,6000.1,0,False,True,True,False,True,False,False,False,False,3,1.326865671641791
1,0,1,1,37,1,1,0,1,1,0,0,1,58.75,2203.1,0,False,False,False,False,True,False,False,False,True,4,1.5460526315789473
1,1,1,0,9,1,0,0,0,0,0,0,0,19.85,183.15,0,False,False,False,True,True,False,True,False,False,1,1.985
1,0,1,1,69,1,1,0,1,1,1,1,0,86.9,6194.1,0,False,True,False,False,False,True,False,False,False,6,1.2414285714285715
1,0,0,0,10,1,0,1,0,0,1,0,1,59.65,638.95,0,False,False,False,False,False,False,False,False,True,3,5.422727272727273
1,0,0,1,40,1,1,1,0,0,0,0,1,55.25,2139.2,1,False,False,False,False,False,False,False,False,True,3,1.3475609756097562
1,0,0,1,13,1,0,0,0,0,1,1,0,66.4,831.75,0,False,False,False,False,False,False,True,False,False,3,4.742857142857143
0,0,0,0,6,1,0,1,0,0,1,0,1,90.1,521.3,1,False,True,True,False,False,False,False,True,False,3,12.87142857142857
0,0,1,1,69,1,0,0,0,0,0,0,0,20.15,1337.5,0,False,False,False,True,False,True,False,False,False,1,0.2878571428571428
0,1,1,0,66,1,0,1,1,1,1,1,1,108.1,7181.95,0,False,True,True,False,True,False,True,False,False,6,1.6134328358208954
1,0,0,0,11,1,0,0,1,0,0,0,0,53.75,608.0,1,False,True,False,False,False,False,False,True,False,2,4.479166666666667
1,0,1,1,46,1,1,0,1,1,0,0,0,56.9,2560.1,0,False,False,False,False,True,False,False,False,True,4,1.2106382978723405
0,0,0,0,6,1,0,0,0,0,1,1,0,89.3,577.6,1,False,False,True,False,False,False,False,True,False,3,12.757142857142856
0,0,1,1,56,1,1,0,1,1,1,1,1,109.6,5953.0,0,False,True,True,False,False,False,False,False,True,6,1.9228070175438596
1,0,1,1,70,1,0,0,0,0,0,0,0,25.15,1790.15,0,False,True,False,True,False,True,True,False,False,1,0.35422535211267603
0,0,1,1,33,1,0,0,1,1,1,1,1,79.15,2531.4,0,False,True,False,False,True,False,False,True,False,5,2.3279411764705884
0,0,1,1,72,1,1,1,0,1,0,0,0,66.75,4760.3,0,False,True,False,False,False,True,True,False,False,4,0.9143835616438356
0,0,1,0,3,1,0,0,0,0,1,1,1,95.2,292.85,1,False,True,True,False,False,False,False,True,False,3,23.8
0,0,0,1,19,1,0,0,0,1,0,0,0,48.8,953.65,0,False,False,False,False,False,False,False,False,True,2,2.44
0,1,0,0,5,0,0,0,0,0,1,1,0,45.7,198.0,1,True,False,False,False,False,False,False,True,False,2,7.616666666666667
0,0,1,0,71,1,0,1,1,1,1,1,1,80.7,5705.05,0,False,False,False,False,False,True,True,False,False,6,1.1208333333333333
1,0,1,0,8,1,1,0,0,0,0,0,1,74.5,609.9,1,False,False,True,False,False,False,False,True,False,2,8.277777777777779
1,0,0,0,1,1,0,0,0,0,0,0,0,20.55,20.55,0,False,False,False,True,False,False,True,False,False,1,10.275
0,0,0,0,1,1,0,0,0,0,1,0,1,79.65,79.65,1,False,False,True,False,False,False,False,True,False,2,39.825
0,0,0,0,61,1,1,1,1,1,1,1,1,115.1,6993.65,0,False,True,True,False,True,False,False,False,True,7,1.8564516129032258
0,0,1,1,71,0,1,1,0,1,1,1,0,59.7,4122.65,0,True,False,False,False,False,True,False,False,False,5,0.8291666666666667
0,0,1,0,68,1,0,1,1,0,0,0,0,86.45,5762.95,0,False,True,True,False,True,False,True,False,False,3,1.2528985507246377
1,0,0,0,46,0,0,0,1,1,0,0,0,33.7,1537.85,0,True,False,False,False,True,False,True,False,False,2,0.7170212765957448
1,0,0,0,33,1,1,0,0,0,0,0,0,80.1,2603.3,0,False,True,True,False,True,False,False,False,False,2,2.355882352941176
0,0,1,1,53,1,1,1,1,1,0,1,1,104.05,5566.4,0,False,True,True,False,False,True,False,False,False,6,1.9268518518518518
0,1,1,0,50,1,1,1,1,0,1,1,0,108.75,5431.9,0,False,True,True,False,False,False,False,False,False,6,2.1323529411764706
0,0,0,0,57,0,1,0,1,1,0,0,1,41.1,2258.25,0,True,False,False,False,True,False,True,False,False,3,0.7086206896551724
0,0,1,1,54,1,0,0,0,0,0,0,1,20.35,1092.35,0,False,False,False,True,False,True,False,False,False,1,0.37000000000000005
0,1,1,0,60,1,0,1,1,0,1,1,1,105.9,6401.25,0,False,True,True,False,False,False,False,True,False,5,1.736065573770492
0,1,1,0,28,1,0,0,0,1,1,1,1,101.3,2812.2,1,False,True,True,False,False,False,True,False,False,4,3.493103448275862
0,0,1,1,1,1,0,0,0,0,1,0,1,80.05,80.05,1,False,False,True,False,False,False,False,False,True,2,40.025
1,0,1,1,29,1,0,0,1,0,0,1,1,89.2,2698.35,1,False,True,True,False,False,False,False,True,False,3,2.9733333333333336
0,0,1,1,10,1,0,1,0,1,0,1,1,65.5,616.9,0,False,False,False,False,False,False,False,True,False,4,5.954545454545454
1,0,0,1,43,0,1,1,1,0,0,0,1,40.45,1912.85,0,True,False,False,False,False,False,False,True,False,3,0.9193181818181819
1,1,1,0,13,1,0,0,0,0,0,0,0,70.45,849.1,0,False,False,True,False,False,False,False,False,False,1,5.0321428571428575
0,0,1,0,43,1,1,0,1,1,1,1,1,78.8,3460.3,0,False,False,False,False,False,True,False,True,False,6,1.7909090909090908
1,0,1,1,19,1,0,0,0,0,0,1,1,83.65,1465.75,1,False,True,True,False,False,False,False,True,False,2,4.1825
1,0,1,1,1,1,0,0,0,0,1,1,1,90.1,90.1,0,False,False,True,False,False,False,False,True,False,3,45.05
0,0,0,0,69,1,1,0,1,1,1,1,1,82.45,5555.3,0,False,False,False,False,False,True,True,False,False,6,1.177857142857143
0,0,1,0,61,1,0,0,0,0,0,0,0,20.25,1278.8,0,False,False,False,True,False,True,True,False,False,1,0.32661290322580644
1,0,1,0,43,1,1,1,0,1,0,0,0,66.25,2907.35,0,False,True,False,False,False,False,False,False,False,4,1.5056818181818181
0,0,1,0,6,1,0,0,0,0,0,0,0,19.5,146.3,1,False,False,False,True,False,False,False,False,False,1,2.7857142857142856
1,0,0,0,1,1,0,0,0,1,0,0,0,51.25,51.25,1,False,False,False,False,False,False,False,False,True,2,25.625
1,0,1,0,56,1,0,0,0,0,1,1,0,89.7,4952.95,0,False,False,True,False,False,False,False,False,True,3,1.5736842105263158
0,0,1,0,70,0,1,1,1,1,1,1,0,64.55,4504.9,0,True,False,False,False,False,True,False,False,False,6,0.9091549295774648
1,0,0,0,1,1,0,0,0,0,0,0,1,45.6,45.6,1,False,False,False,False,False,False,False,True,False,1,22.8
1,0,1,1,49,1,0,1,1,0,1,0,1,93.65,4520.15,0,False,True,True,False,True,False,False,True,False,4,1.8730000000000002
0,0,0,0,6,1,0,0,0,1,0,0,1,49.65,267.35,1,False,False,False,False,False,False,False,False,False,2,7.0928571428571425
0,0,1,1,32,1,1,1,1,1,0,1,0,73.6,2316.85,0,False,False,False,False,False,True,False,False,True,6,2.23030303030303
0,1,1,0,72,1,1,0,1,1,1,1,1,109.75,8075.35,0,False,True,True,False,False,True,False,False,True,6,1.5034246575342465
1,0,0,1,37,1,1,1,0,1,0,0,0,61.45,2302.35,0,False,False,False,False,False,True,True,False,False,4,1.6171052631578948
0,0,1,0,69,1,1,1,0,1,1,1,1,106.4,7251.9,0,False,False,True,False,True,False,True,False,False,6,1.52
0,0,1,0,26,1,0,1,1,1,1,1,0,81.9,2078.55,0,False,False,False,False,False,False,False,False,False,6,3.0333333333333337
0,0,1,1,58,1,0,1,1,0,1,1,1,105.2,6225.4,0,False,True,True,False,True,False,True,False,False,5,1.7830508474576272
1,0,0,0,24,1,0,0,0,1,0,0,0,54.6,1242.25,0,False,True,False,False,True,False,False,False,False,2,2.184
1,0,1,1,5,1,0,0,0,0,0,0,0,20.55,99.45,0,False,False,False,True,True,False,False,True,False,1,3.4250000000000003
1,0,1,1,15,1,0,0,0,0,0,0,1,20.0,288.05,1,False,False,False,True,False,False,False,True,False,1,1.25
0,0,1,1,30,1,0,0,0,0,0,0,0,19.7,599.25,0,False,False,False,True,False,True,False,False,True,1,0.635483870967742
0,0,1,0,55,1,1,1,0,1,0,0,1,66.05,3462.1,0,False,True,False,False,True,False,True,False,False,4,1.1794642857142856
0,0,1,0,25,0,0,0,0,0,1,0,1,34.0,853.0,1,True,False,False,False,False,False,False,False,False,1,1.3076923076923077
1,1,1,0,10,1,0,1,1,1,1,0,1,92.5,934.1,1,False,False,True,False,False,False,False,False,True,5,8.409090909090908
1,0,1,1,44,0,1,1,1,1,0,1,1,54.05,2375.2,0,True,False,False,False,False,True,True,False,False,5,1.201111111111111
0,0,0,0,47,1,1,1,0,1,0,0,1,58.9,2813.05,0,False,False,False,False,True,False,False,False,True,4,1.2270833333333333
0,0,1,1,13,1,0,0,0,0,1,1,0,88.35,1222.8,1,False,False,True,False,False,False,False,True,False,3,6.310714285714285
0,0,1,1,49,1,0,1,1,1,1,1,1,107.95,5293.2,1,False,True,True,False,False,True,False,False,False,6,2.1590000000000003
0,0,1,0,64,1,1,0,0,1,1,1,1,96.9,6314.35,0,False,False,True,False,True,False,False,False,True,5,1.4907692307692308
1,0,0,0,1,1,0,0,0,0,0,0,0,19.1,19.1,0,False,False,False,True,False,False,False,False,True,1,9.55
1,0,0,0,20,1,0,0,0,1,0,0,0,50.0,1003.05,0,False,False,False,False,False,False,False,False,True,2,2.380952380952381
0,0,1,0,37,0,1,0,0,1,1,0,0,45.4,1593.1,0,True,False,False,False,False,True,False,True,False,3,1.194736842105263
1,0,1,1,30,1,0,0,0,0,1,0,0,85.45,2509.95,0,False,True,True,False,False,False,False,True,False,2,2.7564516129032257
0,0,0,0,38,1,1,1,1,0,1,1,0,84.1,3187.65,0,False,True,False,False,True,False,False,False,False,6,2.1564102564102563
0,1,0,0,1,1,0,0,0,0,0,0,1,74.45,74.45,1,False,True,True,False,False,False,False,False,True,1,37.225
0,0,0,0,37,1,0,0,0,0,1,1,1,64.75,2345.2,1,False,False,False,False,False,False,False,True,False,3,1.7039473684210527
0,0,1,0,52,0,1,1,1,1,1,1,0,66.25,3330.1,0,True,False,False,False,False,True,True,False,False,6,1.25
1,0,0,1,71,1,1,1,1,1,1,0,1,76.9,5522.7,0,False,False,False,False,False,True,True,False,False,6,1.0680555555555555
1,0,0,0,26,1,0,1,1,0,1,0,0,89.8,2335.3,1,False,False,True,False,False,False,False,True,False,4,3.325925925925926
1,0,0,0,66,1,1,1,1,0,0,1,1,74.6,4798.4,0,False,True,False,False,False,True,True,False,False,5,1.1134328358208954
1,0,1,0,72,1,1,1,1,1,1,1,1,116.95,8594.4,0,False,True,True,False,False,True,True,False,False,7,1.6020547945205479
1,0,0,1,25,0,1,0,0,0,1,0,1,40.65,970.55,0,True,False,False,False,True,False,True,False,False,2,1.5634615384615385
1,0,1,1,69,1,1,1,1,1,1,1,1,114.35,7665.8,0,False,True,True,False,False,True,False,False,False,7,1.6335714285714285
1,0,1,1,53,1,1,1,0,0,0,1,0,69.7,3686.05,0,False,True,False,False,False,True,False,False,False,4,1.2907407407407407
0,0,0,0,12,1,0,0,1,0,1,1,0,95.5,1115.15,1,False,False,True,False,True,False,False,False,True,4,7.346153846153846
1,0,0,0,26,1,0,0,1,1,1,1,1,98.65,2537.0,0,False,False,True,False,False,False,False,True,False,5,3.653703703703704
1,0,0,0,21,1,0,0,1,0,0,1,0,61.65,1393.6,0,False,False,False,False,False,False,False,False,True,3,2.8022727272727272
0,0,0,1,1,1,0,0,0,0,1,1,1,89.35,89.35,0,False,False,True,False,False,False,False,True,False,3,44.675
1,0,0,0,48,1,1,0,0,1,0,1,1,95.4,4445.3,0,False,True,True,False,False,False,False,True,False,4,1.9469387755102041
0,0,1,0,26,0,1,0,1,0,0,0,0,35.4,978.6,0,True,False,False,False,True,False,True,False,False,2,1.3111111111111111
1,0,1,0,60,1,0,0,0,0,0,0,0,19.95,1258.15,0,False,False,False,True,False,True,False,False,True,1,0.32704918032786884
1,0,0,0,18,1,0,0,0,0,0,0,0,19.25,331.35,0,False,False,False,True,False,False,False,False,True,1,1.013157894736842
0,1,0,0,10,0,0,0,0,1,0,0,1,29.65,291.4,1,True,False,False,False,False,False,False,True,False,1,2.6954545454545453
1,0,1,1,5,1,1,0,1,0,0,0,1,84.5,453.75,1,False,True,True,False,False,False,False,True,False,3,14.083333333333334
0,0,0,1,4,1,0,0,0,0,0,0,1,20.4,84.75,0,False,False,False,True,True,False,False,False,True,1,4.08
1,0,1,1,65,1,0,0,0,0,0,0,0,24.75,1715.1,0,False,True,False,True,False,True,True,False,False,1,0.375
1,0,1,1,70,1,0,0,0,0,0,0,0,25.35,1715.15,0,False,True,False,True,False,True,False,False,True,1,0.3570422535211268
1,0,0,0,18,1,0,0,1,0,0,1,1,90.7,1597.25,1,False,True,True,False,False,False,True,False,False,3,4.773684210526316
1,0,0,1,62,1,0,0,0,0,0,0,0,20.0,1250.1,0,False,False,False,True,False,True,False,False,False,1,0.31746031746031744
0,0,1,1,66,1,1,0,0,0,1,0,1,59.75,3996.8,0,False,False,False,False,False,True,False,True,False,3,0.8917910447761194
0,0,1,1,65,1,1,1,0,1,1,1,1,82.5,5215.1,0,False,True,False,False,False,True,False,False,False,6,1.25
0,1,0,0,3,1,0,0,0,0,0,0,1,70.3,235.5,1,False,False,True,False,False,False,False,True,False,1,17.575
0,0,0,0,34,1,0,0,0,0,0,0,0,20.35,673.2,0,False,False,False,True,False,False,False,False,True,1,0.5814285714285715
1,0,1,1,16,1,0,0,1,0,1,0,1,90.8,1442.2,0,False,True,True,False,False,False,False,False,False,3,5.341176470588235
0,0,0,0,54,1,1,0,1,0,1,1,1,103.95,5639.05,1,False,True,True,False,True,False,False,False,False,5,1.8900000000000001
0,1,0,0,50,1,0,0,1,1,1,1,1,104.95,5222.35,0,False,True,True,False,False,False,False,True,False,5,2.057843137254902
1,0,1,0,71,1,0,1,1,1,1,1,1,105.25,7291.75,0,False,False,True,False,False,True,False,True,False,6,1.4618055555555556
0,0,0,0,10,1,0,0,0,0,0,0,1,74.75,799.65,1,False,True,True,False,False,False,False,True,False,1,6.795454545454546
0,0,0,0,1,1,0,0,0,1,0,0,1,50.8,50.8,1,False,False,False,False,False,False,False,True,False,2,25.4
1,0,0,0,18,1,0,0,0,0,0,0,0,23.75,424.5,0,False,True,False,True,True,False,False,False,True,1,1.25
1,0,0,0,4,1,0,0,0,1,1,0,1,61.3,249.4,0,False,False,False,False,False,False,False,True,False,3,12.26
0,0,1,1,58,1,1,0,1,1,1,0,0,75.8,4415.75,0,False,True,False,False,False,True,False,False,True,5,1.2847457627118644
0,0,1,0,56,1,1,0,0,0,1,1,1,98.0,5270.6,0,False,True,True,False,True,False,False,True,False,4,1.719298245614035
1,0,0,0,2,1,0,0,0,0,1,0,1,80.25,144.55,1,False,False,True,False,False,False,False,True,False,2,26.75
1,0,1,0,32,1,0,0,1,0,0,0,1,78.9,2447.95,1,False,True,True,False,False,False,False,True,False,2,2.390909090909091
1,0,1,1,56,0,1,1,0,1,1,0,1,52.0,2884.9,0,True,False,False,False,True,False,False,False,True,4,0.9122807017543859
1,0,0,0,36,1,0,0,0,0,0,1,1,84.75,3050.15,1,False,True,True,False,False,False,False,True,False,2,2.2905405405405403
0,0,0,0,4,1,0,0,0,1,1,0,1,64.4,253.0,0,False,True,False,False,False,False,False,False,True,3,12.88
1,0,0,0,53,1,0,0,0,0,1,0,0,85.45,4517.25,1,False,True,True,False,False,False,False,False,False,2,1.5824074074074075
1,0,0,0,10,1,0,0,0,0,0,0,1,45.8,436.2,0,False,False,False,False,False,False,True,False,False,1,4.163636363636363
1,0,0,0,4,0,0,0,0,1,0,0,0,30.5,118.4,0,True,False,False,False,False,False,False,True,False,1,6.1
1,0,1,1,1,1,0,0,0,0,0,0,0,19.9,19.9,1,False,False,False,True,False,False,False,False,True,1,9.95
0,0,1,0,51,1,0,0,0,0,0,0,0,69.15,3649.6,0,False,False,True,False,False,False,False,False,True,1,1.3298076923076925
1,1,0,0,12,1,0,0,1,0,1,1,1,99.45,1200.15,1,False,True,True,False,False,False,False,True,False,4,7.65
0,0,0,0,6,0,0,0,0,1,1,1,1,49.25,255.6,0,True,False,False,False,True,False,False,False,True,3,7.035714285714286
